text,label,source,collected_at,predicted_label,model_confidence
"We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.709
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.646
"Ya but it cant display internal subs so i gotta extract them
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.713
"Same to u...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Well then you have a great weekend!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"So how many days since then?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.724
"Is there any training tomorrow?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.635
"Happy new years melody!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.663
"Great! I have to run now so ttyl!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.677
"Yep, at derek's house now, see you Sunday &lt;3
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.775
"Senthil group company Apnt 5pm.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.672
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.657
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"Oh that was a forwarded message. I thought you send that to me
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Haha yeah, 2 oz is kind of a shitload
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.63
"Some of them told accenture is not confirm. Is it true.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.626
"Oh you got many responsibilities.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.743
"100 dating service cal;l 09064012103 box334sk38ch
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.718
"Love you aathi..love u lot..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.692
"Total disappointment, when I texted you was the craziest shit got :(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Cant think of anyone with * spare room off * top of my head
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.614
"What he said is not the matter. My mind saying some other matter is there.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.699
"Today am going to college so am not able to atten the class.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"Super msg da:)nalla timing.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.628
"I've told you everything will stop. Just dont let her get dehydrated.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.674
"Oh baby of the house. How come you dont have any new pictures on facebook
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.623
"I am great! How are you?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.761
"Don know..he is watching film in computer..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.664
"Right on brah, see you later
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.708
"I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.728
"Goodmorning, today i am late for 1hr.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.631
"Thanks for ve lovely wisheds. You rock
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"Now press conference da:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"I'll probably be around mu a lot
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"Bugis oso near wat... 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.673
"No. Did you multimedia message them or e-mail?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"I am waiting machan. Call me once you free.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.622
"Sorry I missed your call let's talk when you have the time. I'm on 07090201529
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.614
"Wat r u doing now?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.662
"Heehee that was so funny tho
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"Sleeping nt feeling well
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.646
"I can send you a pic if you like :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"Dai  &lt;#&gt;  naal eruku.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.616
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.628
"Hows the champ just leaving glasgow!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.661
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Lol you forgot it eh ? Yes, I'll bring it in babe
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"Hey so whats the plan this sat? 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"Hey. You got any mail?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"G says you never answer your texts, confirm/deny
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.63
"Watching telugu movie..wat abt u?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.703
"Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.66
" what number do u live at? Is it 11?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.526
"Dear we got  &lt;#&gt;  dollars hi hi
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.661
"But am going to college pa. What to do. are else ill come there it self. Pa.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.759
"Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.779
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.635
"Are you wet right now?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.728
"Men like shorter ladies. Gaze up into his eyes.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.64
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.522
"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.775
"No shoot me. I'm in the docs waiting room. :/
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Your right! I'll make the appointment right now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.614
"Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.563
"Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.728
"I'm gonna rip out my uterus.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.742
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.737
"Sure! I am driving but will reach my destination soon.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.752
"Ha... U jus ate honey ar? So sweet...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.717
"How much did ur hdd casing cost.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.634
"No. I.ll meet you in the library
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.708
"PRIVATE! Your 2003 Account Statement for 078
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.735
"Ya very nice. . .be ready on thursday
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.625
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.753
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.626
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.699
"Depends on where u going lor.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.732
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.561
"See you there! 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.698
"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"yay! finally lol. i missed our cinema trip last week :-(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.61
"I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.739
"You are a very very very very bad girl. Or lady.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.656
"Tell dear what happen to you. Why you talking to me like an alian
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.729
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.746
"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.744
"You are not bothering me but you have to trust my answers. Pls.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.754
"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.512
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.512
"Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"My battery is low babe
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.689
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Its a part of checking IQ
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.631
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.563
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.696
"What's ur pin?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.636
"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.711
"here is my new address -apples&pairs&all that malarky
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"Dont pick up d call when something important is There to tell. Hrishi
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.575
"Boo what time u get out? U were supposed to take me shopping today. :(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Ok. How many should i buy.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.686
"ARR birthday today:) i wish him to get more oscar.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.59
"His bday real is in april .
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.643
"Oooh bed ridden ey? What are YOU thinking of?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.734
"Ya had just now.onion roast.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.632
"I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.539
"Did u find out what time the bus is at coz i need to sort some stuff out.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.734
"Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.529
"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.741
"Aiyo please ü got time meh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.701
"Still work going on:)it is very small house.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"Thanks honey. Have a great day.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.718
"Haf u eaten? Wat time u wan me 2 come?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.758
"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.517
"If u sending her home first it's ok lor. I'm not ready yet.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.742
"So that takes away some money worries
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.63
"I dun believe u. I thk u told him.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.703
"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.68
"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"Not really dude, have no friends i'm afraid :(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"Usf I guess, might as well take 1 car
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Sir, I need Velusamy sir's date of birth and company bank facilities details.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.652
"Lmao. Take a pic and send it to me.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"Nope i'm not drivin... I neva develop da photos lei...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.672
"Nothing just getting msgs by dis name wit different no's..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"Super da:)good replacement for murali
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.645
"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.592
"K I'll head out in a few mins, see you there
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"I accidentally deleted the message. Resend please.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.638
"When you came to hostel.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"I absolutely LOVE South Park! I only recently started watching the office.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.636
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.748
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.707
"Then why no one talking to me
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"Have you seen who's back at Holby?!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.672
"U too...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.668
"Sindu got job in birla soft ..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"So why didnt you holla?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.707
"Ill be there on  &lt;#&gt;  ok.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.657
"Goodnight da thangam I really miss u dear.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.73
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"U guys never invite me anywhere :(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.728
"Can you say what happen
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.729
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.631
"Spoons it is then okay?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.674
"I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"I always chat with you. In fact i need money can you raise me?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.718
"Wake me up at  &lt;#&gt;  am morning:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.744
"Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Happy birthday... May all ur dreams come true...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.524
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.615
"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"THANX 4 PUTTIN DA FONE DOWN ON ME!!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.707
"Am going to take bath ill place the key in window:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.695
"I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.691
"Oh really?? Did you make it on air? What's your talent?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"I'm in town now so i'll jus take mrt down later.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.718
"Well, i'm gonna finish my bath now. Have a good...fine night.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.71
"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.514
"But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.669
"It's wylie, you in tampa or sarasota?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.67
"Ryder unsold.now gibbs.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.62
"I'm done. C ü there.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.664
"We have to pick rayan macleran there.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.616
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.723
"That's significant but dont worry.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.73
"Its good, we'll find a way
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.696
"Oh ok i didnt know what you meant. Yep i am baby jontin
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.737
"Early bird! Any purchases yet?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.629
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Ok. I asked for money how far
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.631
"Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Anything lor if they all go then i go lor...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"Where in abj are you serving. Are you staying with dad or alone.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.726
"Moji i love you more than words. Have a rich day
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"Friends that u can stay on fb chat with
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"Oh my God. I'm almost home
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.724
"Going to join tomorrow.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.639
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.703
"Glad to see your reply.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.539
"Ü give me some time to walk there.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"K..k.:)congratulation ..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.637
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.793
"Sir Goodmorning, Once free call me.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.564
"Mm you ask him to come its enough :-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"Aight, lemme know what's up
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
